,points
26,1
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,2
26,3
26,1
26,1
26,1
26,1
26,1
26,3
26,2
26,2
26,1
26,1
26,1
26,4
26,6
26,2
26,1
26,1
26,1
26,6
26,1
26,2
26,6
26,1
26,1
26,1
26,1
26,2
26,4
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,9
26,6
26,1
26,2
26,5
26,2
26,4
26,1
26,8
26,1
26,2
26,3
26,1
26,3
26,2
26,1
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,2
26,1
26,1
26,1
26,1
26,18
26,1
26,6
26,12
26,4
26,1
26,1
26,1
26,1
26,1
26,1
26,4
26,3
26,1
26,1
26,1
26,1
26,13
26,1
26,2
26,1
26,1
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,3
26,1
26,1
26,5
26,1
26,19
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,13
26,1
26,2
26,1
26,2
26,4
26,2
26,4
26,1
26,4
26,1
26,1
26,3
26,2
26,1
26,4
26,1
26,1
26,1
26,2
26,12
26,1
26,1
26,1
26,2
26,1
26,15
26,2
26,2
26,1
26,3
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,9
26,1
26,2
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,2
26,1
26,1
26,1
26,4
26,1
26,2
26,1
26,1
26,1
26,1
26,4
26,1
26,14
26,1
26,1
26,1
26,2
26,3
26,3
26,1
26,1
26,1
26,1
26,1
26,2
26,1
26,1
26,1
26,1
26,1
26,4
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,2
26,1
26,2
26,8
26,2
26,2
26,1
26,1
26,1
26,1
26,1
26,2
26,1
26,1
26,1
26,3
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,8
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,7
26,1
26,1
26,3
26,4
26,1
26,1
26,1
26,8
26,1
26,1
26,1
26,1
26,6
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,3
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,5
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,3
26,1
26,1
26,4
26,1
26,1
26,1
26,1
26,2
26,1
26,3
26,2
26,1
26,1
26,1
26,1
26,2
26,1
26,1
26,1
26,1
26,2
26,2
26,1
26,8
26,5
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,9
26,1
26,1
26,1
26,1
26,1
26,1
26,2
26,18
26,1
26,1
26,1
26,1
26,2
26,1
26,1
26,1
26,1
26,1
26,8
26,1
26,1
26,1
26,1
26,4
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,4
26,1
26,1
26,7
26,4
26,1
26,1
26,1
26,1
26,1
26,2
26,1
26,1
26,2
26,1
26,4
26,2
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,1
26,2
26,1
27,1
27,1
27,2
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,5
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,6
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,6
27,1
27,1
27,2
27,2
27,3
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,3
27,1
27,2
27,1
27,1
27,1
27,4
27,23
27,1
27,2
27,3
27,26
27,3
27,1
27,1
27,1
27,3
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,3
27,1
27,1
27,11
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,3
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,12
27,1
27,1
27,4
27,3
27,1
27,1
27,11
27,1
27,8
27,3
27,1
27,1
27,10
27,21
27,1
27,4
27,1
27,1
27,15
27,1
27,1
27,1
27,9
27,1
27,6
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,60
27,3
27,2
27,2
27,1
27,1
27,1
27,1
27,46
27,1
27,1
27,3
27,14
27,5
27,1
27,1
27,6
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,3
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,2
27,1
27,1
27,1
27,12
27,1
27,1
27,1
27,4
27,1
27,1
27,5
27,2
27,1
27,1
27,3
27,1
27,1
27,1
27,5
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,3
27,3
27,1
27,1
27,1
27,1
27,4
27,1
27,14
27,1
27,1
27,1
27,2
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,5
27,1
27,8
27,1
27,2
27,1
27,21
27,1
27,1
27,1
27,2
27,2
27,1
27,2
27,1
27,1
27,2
27,4
27,1
27,2
27,5
27,6
27,1
27,4
27,3
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,8
27,1
27,4
27,1
27,1
27,1
27,12
27,1
27,1
27,2
27,1
27,7
27,3
27,3
27,1
27,1
27,12
27,2
27,2
27,2
27,1
27,1
27,1
27,4
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,4
27,1
27,1
27,1
27,2
27,1
27,1
27,2
27,8
27,28
27,17
27,1
27,1
27,1
27,5
27,1
27,1
27,1
27,7
27,1
27,1
27,1
27,2
27,11
27,1
27,1
27,1
27,2
27,1
27,1
27,3
27,1
27,1
27,1
27,3
27,1
27,2
27,2
27,1
27,1
27,1
27,1
27,1
27,5
27,1
27,7
27,2
27,1
27,3
27,1
27,4
27,1
27,5
27,1
27,1
27,1
27,1
27,1
27,3
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,3
27,1
27,7
27,1
27,1
27,3
27,1
27,1
27,1
27,27
27,4
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,15
27,1
27,2
27,1
27,1
27,1
27,1
27,5
27,4
27,1
27,1
27,4
27,8
27,1
27,1
27,1
27,8
27,1
27,1
27,2
27,5
27,3
27,3
27,1
27,1
27,4
27,1
27,1
27,2
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,3
27,1
27,1
27,1
27,7
27,1
27,1
27,1
27,1
27,4
27,1
27,3
27,1
27,1
27,1
27,22
27,1
27,1
27,1
27,1
27,3
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,3
27,55
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,3
27,1
27,1
27,1
27,2
27,2
27,17
27,3
27,1
27,1
27,1
27,1
27,13
27,4
27,11
27,1
27,1
27,2
27,1
27,3
27,1
27,3
27,1
27,1
27,7
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,2
27,2
27,5
27,1
27,1
27,1
27,1
27,3
27,1
27,3
27,3
27,1
27,2
27,1
27,1
27,1
27,10
27,1
27,2
27,5
27,1
27,1
27,1
27,3
27,1
27,1
27,1
27,1
27,4
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,3
27,1
27,4
27,1
27,1
27,5
27,1
27,1
27,1
27,2
27,1
27,1
27,4
27,3
27,1
27,2
27,1
27,1
27,5
27,2
27,1
27,15
27,2
27,1
27,1
27,1
27,1
27,1
27,3
27,1
27,4
27,1
27,1
27,1
27,7
27,2
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,6
27,3
27,2
27,3
27,1
27,8
27,4
27,2
27,1
27,1
27,1
27,8
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,2
27,2
27,1
27,1
27,1
27,11
27,3
27,1
27,1
27,23
27,1
27,9
27,3
27,1
27,1
27,1
27,3
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,6
27,2
27,1
27,1
27,1
27,1
27,2
27,1
27,3
27,5
27,2
27,1
27,1
27,2
27,10
27,14
27,1
27,1
27,1
27,1
27,2
27,2
27,1
27,1
27,2
27,6
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,23
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,6
27,1
27,4
27,2
27,1
27,2
27,1
27,1
27,1
27,4
27,7
27,3
27,1
27,1
27,1
27,1
27,1
27,1
27,13
27,1
27,3
27,1
27,1
27,4
27,1
27,2
27,6
27,1
27,1
27,5
27,1
27,1
27,19
27,1
27,1
27,1
27,1
27,1
27,5
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,9
27,1
27,1
27,1
27,7
27,4
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,5
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,4
27,2
27,1
27,1
27,1
27,1
27,3
27,1
27,1
27,1
27,3
27,1
27,3
27,1
27,1
27,1
27,1
27,1
27,8
27,1
27,7
27,1
27,5
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,5
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,3
27,1
27,1
27,4
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,4
27,2
27,1
27,2
27,1
27,5
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,2
27,15
27,1
27,18
27,1
27,1
27,2
27,1
27,1
27,3
27,1
27,1
27,1
27,11
27,1
27,1
27,5
27,7
27,7
27,1
27,1
27,1
27,3
27,1
27,1
27,3
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,1
27,1
27,1
27,1
27,2
27,1
27,1
28,1
28,1
28,1
28,7
28,2
28,1
28,7
28,7
28,1
28,1
28,1
28,1
28,1
28,1
28,11
28,1
28,5
28,5
28,6
28,2
28,1
28,1
28,1
28,3
28,3
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,7
28,1
28,1
28,1
28,1
28,3
28,1
28,1
28,1
28,1
28,8
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,4
28,1
28,1
28,8
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,3
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,4
28,1
28,1
28,1
28,1
28,1
28,1
28,4
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,4
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,5
28,1
28,5
28,1
28,1
28,1
28,8
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,2
28,22
28,1
28,1
28,3
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,2
28,1
28,1
28,1
28,4
28,1
28,1
28,1
28,1
28,1
28,1
28,8
28,1
28,1
28,1
28,1
28,1
28,5
28,1
28,2
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,6
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,9
28,1
28,1
28,9
28,1
28,1
28,1
28,4
28,9
28,2
28,1
28,2
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,6
28,1
28,2
28,1
28,1
28,1
28,1
28,2
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,5
28,1
28,1
28,1
28,1
28,5
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,6
28,3
28,1
28,1
28,8
28,1
28,1
28,1
28,7
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,1
28,1
28,8
28,1
28,1
28,5
28,1
28,1
28,1
28,9
28,1
28,6
28,1
28,3
28,7
28,9
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,6
28,4
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,29
28,2
28,5
28,1
28,1
28,1
28,1
28,6
28,2
28,1
28,1
28,3
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,12
28,1
28,1
28,2
28,1
28,1
28,3
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,1
28,17
28,1
28,2
28,1
28,1
28,5
28,1
28,1
28,1
28,1
28,11
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,2
28,1
28,1
28,1
28,6
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,6
28,1
28,1
28,1
28,8
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,4
28,3
28,1
28,5
28,1
28,1
28,1
28,3
28,1
28,3
28,4
28,1
28,1
28,4
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,4
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,6
28,1
28,1
28,1
28,1
28,1
28,1
28,6
28,1
28,1
28,7
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,9
28,1
28,1
28,1
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,1
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,7
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,10
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,2
28,10
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,4
28,1
28,1
28,1
28,1
28,1
28,11
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,12
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,10
28,1
28,1
28,1
28,1
28,24
28,1
28,2
28,1
28,1
28,1
28,4
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,5
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,1
28,1
28,1
28,6
28,1
28,1
28,1
28,5
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,4
28,1
28,1
28,1
28,4
28,1
28,3
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,6
28,1
28,1
28,5
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,8
28,1
28,7
28,42
28,2
28,1
28,1
28,5
28,3
28,12
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,9
28,1
28,1
28,1
28,1
28,29
28,1
28,1
28,1
28,1
28,4
28,2
28,6
28,1
28,2
28,1
28,1
28,1
28,2
28,13
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,9
28,1
28,1
28,21
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,14
28,1
28,4
28,1
28,1
28,2
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,11
28,1
28,1
28,1
28,1
28,1
28,2
28,1
28,1
28,13
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,11
28,1
28,1
28,14
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,2
28,18
28,2
28,2
28,11
28,1
28,1
28,1
28,2
28,6
28,3
28,1
28,3
28,1
28,16
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,3
28,1
28,1
28,1
28,1
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,15
28,1
28,8
28,1
28,1
28,12
28,26
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,4
28,1
28,1
28,2
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,3
28,1
28,1
28,1
28,1
28,1
28,1
28,1
28,1
29,1
29,1
29,1
29,1
29,3
29,2
29,3
29,1
29,1
29,1
29,7
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,3
29,1
29,14
29,2
29,3
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,9
29,1
29,1
29,2
29,1
29,1
29,1
29,2
29,1
29,4
29,1
29,10
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,6
29,1
29,4
29,1
29,1
29,1
29,3
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,8
29,2
29,1
29,1
29,2
29,1
29,1
29,3
29,1
29,12
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,13
29,1
29,1
29,9
29,1
29,1
29,1
29,1
29,1
29,5
29,22
29,1
29,5
29,4
29,2
29,5
29,2
29,1
29,3
29,1
29,3
29,1
29,1
29,4
29,2
29,35
29,2
29,1
29,1
29,1
29,7
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,3
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,4
29,1
29,2
29,1
29,2
29,1
29,7
29,1
29,2
29,3
29,1
29,9
29,1
29,1
29,1
29,1
29,8
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,3
29,3
29,1
29,5
29,1
29,10
29,1
29,11
29,1
29,22
29,1
29,12
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,6
29,1
29,3
29,1
29,1
29,1
29,1
29,5
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,13
29,3
29,1
29,1
29,2
29,1
29,1
29,7
29,1
29,1
29,2
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,5
29,1
29,1
29,1
29,2
29,1
29,1
29,2
29,2
29,4
29,5
29,6
29,1
29,1
29,1
29,1
29,5
29,1
29,2
29,19
29,1
29,4
29,1
29,15
29,1
29,3
29,1
29,3
29,2
29,1
29,2
29,2
29,1
29,1
29,1
29,1
29,1
29,3
29,3
29,4
29,1
29,1
29,1
29,21
29,1
29,1
29,1
29,4
29,1
29,1
29,1
29,1
29,1
29,1
29,14
29,1
29,1
29,3
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,8
29,1
29,46
29,4
29,1
29,1
29,2
29,1
29,2
29,6
29,1
29,6
29,1
29,1
29,1
29,1
29,1
29,11
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,2
29,1
29,5
29,2
29,2
29,2
29,1
29,9
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,36
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,8
29,1
29,1
29,1
29,4
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,4
29,2
29,1
29,1
29,2
29,34
29,1
29,1
29,6
29,7
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,3
29,2
29,1
29,1
29,1
29,4
29,1
29,1
29,4
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,3
29,6
29,2
29,1
29,1
29,1
29,1
29,1
29,5
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,7
29,1
29,1
29,1
29,3
29,1
29,3
29,16
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,17
29,1
29,2
29,1
29,1
29,27
29,15
29,2
29,1
29,5
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,13
29,2
29,1
29,1
29,1
29,3
29,1
29,10
29,1
29,1
29,1
29,1
29,1
29,8
29,1
29,1
29,1
29,1
29,5
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,23
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,6
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,3
29,4
29,1
29,2
29,1
29,4
29,1
29,1
29,4
29,2
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,11
29,2
29,1
29,1
29,1
29,1
29,3
29,12
29,1
29,7
29,5
29,2
29,1
29,1
29,4
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,2
29,1
29,1
29,3
29,1
29,1
29,1
29,1
29,1
29,6
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,3
29,1
29,1
29,1
29,1
29,4
29,1
29,1
29,2
29,4
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,4
29,1
29,1
29,6
29,7
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,4
29,1
29,1
29,1
29,1
29,1
29,1
29,3
29,1
29,1
29,1
29,1
29,8
29,1
29,8
29,3
29,1
29,1
29,1
29,1
29,1
29,2
29,10
29,1
29,4
29,1
29,1
29,1
29,6
29,13
29,6
29,1
29,1
29,4
29,1
29,1
29,1
29,2
29,1
29,5
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,3
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,8
29,1
29,15
29,1
29,7
29,1
29,1
29,2
29,1
29,1
29,4
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,5
29,2
29,1
29,1
29,7
29,14
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,5
29,5
29,1
29,1
29,4
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,3
29,1
29,1
29,5
29,10
29,5
29,2
29,2
29,3
29,2
29,1
29,2
29,2
29,2
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
29,7
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,3
29,1
29,1
29,3
29,2
29,1
29,1
29,2
29,4
29,1
29,2
29,1
29,1
29,1
29,1
29,2
29,1
29,3
29,1
29,1
29,2
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,3
29,1
29,2
29,1
29,16
29,1
29,1
29,1
29,1
29,1
29,5
29,1
29,1
29,4
29,1
29,5
29,2
29,1
29,1
29,1
29,2
29,6
29,1
29,7
29,8
29,3
29,5
29,1
29,1
29,2
29,1
29,2
29,2
29,8
29,1
29,3
29,1
29,2
29,1
29,3
29,1
29,1
29,7
29,1
29,1
29,4
29,1
29,1
29,1
29,1
29,1
29,4
29,1
29,8
29,12
29,1
29,7
29,2
29,4
29,6
29,3
29,1
29,1
29,1
29,7
29,1
29,6
29,4
29,1
29,1
29,2
29,2
29,1
29,1
29,5
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,13
29,4
29,1
29,1
29,5
29,1
29,1
29,1
29,2
29,1
29,1
29,10
29,2
29,1
29,1
29,2
29,1
29,1
29,4
29,1
29,1
29,1
29,6
29,1
29,1
29,1
29,1
29,3
29,1
29,1
29,1
29,2
29,2
29,3
29,5
29,1
29,1
29,1
29,5
29,1
29,3
29,5
29,3
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,5
29,5
29,1
29,22
29,1
29,1
29,1
29,1
29,1
29,3
29,2
29,2
29,1
29,4
29,1
29,1
29,1
29,1
29,1
29,13
29,1
29,1
29,1
29,1
29,3
29,1
29,1
29,1
29,1
29,2
29,1
29,1
29,4
29,1
29,1
29,2
29,1
29,1
29,1
29,2
29,6
29,1
29,9
29,1
29,1
29,3
29,1
29,2
29,1
29,1
29,2
29,1
29,1
29,1
29,3
29,3
29,12
29,1
29,1
29,1
29,4
29,1
29,1
29,2
29,2
29,5
29,1
29,1
29,3
29,1
29,1
29,2
29,1
29,1
29,1
29,1
29,6
29,15
29,1
29,2
29,1
29,1
29,1
29,1
29,1
29,8
29,1
29,1
29,1
29,3
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,2
29,1
