,points
43,15
43,1
43,1
43,1
43,1
43,8
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,7
43,1
43,2
43,1
43,1
43,1
43,2
43,4
43,2
43,4
43,2
43,1
43,1
43,2
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,15
43,1
43,1
43,1
43,8
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,3
43,1
43,3
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,3
43,1
43,1
43,1
43,1
43,1
43,2
43,2
43,1
43,4
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,11
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,2
43,1
43,5
43,1
43,1
43,1
43,1
43,4
43,1
43,11
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,8
43,18
43,1
43,1
43,1
43,33
43,1
43,1
43,2
43,1
43,7
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,7
43,1
43,2
43,1
43,1
43,1
43,2
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,2
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,4
43,1
43,9
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,8
43,2
43,1
43,2
43,1
43,2
43,1
43,1
43,1
43,3
43,10
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,2
43,3
43,2
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,9
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,3
43,1
43,3
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,17
43,1
43,4
43,9
43,13
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,4
43,1
43,5
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,2
43,10
43,3
43,3
43,2
43,1
43,1
43,23
43,2
43,2
43,4
43,2
43,1
43,1
43,1
43,1
43,1
43,2
43,6
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,6
43,1
43,2
43,5
43,1
43,1
43,1
43,3
43,2
43,1
43,1
43,1
43,12
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,8
43,3
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,30
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,3
43,5
43,1
43,1
43,2
43,1
43,1
43,1
43,4
43,1
43,13
43,2
43,1
43,1
43,1
43,1
43,1
43,7
43,1
43,1
43,1
43,1
43,4
43,1
43,4
43,1
43,1
43,28
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,3
43,1
43,1
43,2
43,1
43,1
43,8
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,7
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,7
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,11
43,1
43,1
43,1
43,1
43,1
43,26
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,14
43,3
43,1
43,1
43,4
43,2
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,15
43,1
43,1
43,1
43,1
43,2
43,1
43,7
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,5
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,4
43,2
43,3
43,1
43,1
43,2
43,1
43,5
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,8
43,2
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,10
43,2
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,5
43,2
43,2
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,3
43,4
43,1
43,3
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,2
43,35
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,10
43,1
43,3
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,7
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,6
43,1
43,1
43,36
43,1
43,1
43,1
43,1
43,1
43,19
43,1
43,1
43,1
43,10
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,4
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,2
43,17
43,1
43,1
43,1
43,1
43,2
43,2
43,1
43,7
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,2
43,44
43,2
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,9
43,5
43,1
43,1
43,1
43,3
43,2
43,4
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,5
43,5
43,1
43,1
43,1
43,3
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,10
43,1
43,3
43,1
43,2
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,14
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,9
43,4
43,1
43,8
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,4
43,3
43,1
43,1
43,2
43,1
43,1
43,1
43,2
43,1
43,2
43,3
43,1
43,1
43,1
43,2
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,4
43,1
43,2
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,6
43,1
43,1
43,1
43,3
43,1
43,2
43,6
43,4
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,4
43,4
43,1
43,5
43,5
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,10
43,1
43,1
43,3
43,1
43,12
43,1
43,1
43,24
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,8
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,8
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,2
43,31
43,1
43,1
43,1
43,7
43,1
43,1
43,1
43,1
43,2
43,1
43,4
43,6
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,2
43,1
43,21
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,16
43,3
43,1
43,1
43,1
43,1
43,8
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,16
43,7
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,19
43,1
43,3
43,5
43,1
43,1
43,7
43,3
43,25
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,2
43,1
43,1
43,1
43,2
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,5
43,2
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,26
43,40
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,4
43,1
43,5
43,35
43,1
43,1
43,6
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,9
43,2
43,1
43,2
43,13
43,1
43,1
43,1
43,1
43,1
43,1
43,10
43,1
43,1
43,1
43,2
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,6
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,6
43,2
43,2
43,1
43,1
43,1
43,8
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,2
43,1
43,1
43,2
43,1
43,1
43,2
43,3
43,1
43,4
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,3
43,1
43,1
43,2
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,2
43,14
43,6
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,8
43,1
43,9
43,1
43,12
43,1
43,6
43,2
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,1
43,12
43,1
43,6
43,1
43,1
43,1
43,1
43,1
43,5
43,2
43,25
43,2
43,1
43,2
43,1
43,1
43,3
43,5
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,12
43,1
43,12
43,1
43,2
43,4
43,1
43,1
43,2
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,10
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,20
43,2
43,1
43,1
43,1
43,1
43,6
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,6
43,3
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,4
43,1
43,2
43,1
43,1
43,1
43,3
43,1
43,1
43,3
43,1
43,1
43,5
43,2
43,1
43,2
43,1
43,3
43,1
43,1
43,14
43,1
43,1
43,1
43,5
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,14
43,6
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,9
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,27
43,2
43,1
43,2
43,1
43,2
43,14
43,1
43,1
43,1
43,1
43,1
43,8
43,1
43,3
43,1
43,18
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,11
43,2
43,1
43,15
43,2
43,1
43,2
43,1
43,1
43,1
43,5
43,1
43,3
43,1
43,1
43,2
43,1
43,8
43,2
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,6
43,2
43,14
43,1
43,1
43,3
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,12
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,3
43,5
43,1
43,2
43,3
43,5
43,1
43,2
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,3
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,12
43,1
43,2
43,1
43,7
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,9
43,1
43,18
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,2
43,3
43,22
43,1
43,1
43,1
43,1
43,2
43,12
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,3
43,2
43,1
43,1
43,1
43,7
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,8
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,13
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,6
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,2
43,1
43,6
43,3
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,53
43,36
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,21
43,1
43,1
43,1
43,1
43,3
43,1
43,20
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,10
43,1
43,18
43,1
43,8
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,2
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,5
43,7
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,1
43,16
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,7
43,1
43,1
43,1
43,1
43,1
43,1
43,42
43,1
43,1
43,1
43,4
43,1
43,2
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,14
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,7
43,1
43,1
43,1
43,2
43,62
43,1
43,1
43,1
43,10
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,4
43,1
43,1
43,1
43,2
43,8
43,1
43,3
43,3
43,2
43,2
43,1
43,1
43,6
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,10
43,1
43,1
43,4
43,1
43,6
43,1
43,2
43,2
43,10
43,4
43,1
43,4
43,1
43,1
43,1
43,1
43,24
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,34
43,1
43,11
43,1
43,3
43,1
43,1
43,1
43,2
43,1
43,3
43,1
43,1
43,1
43,2
43,3
43,1
43,1
43,2
43,7
43,2
43,1
43,1
43,1
43,1
43,22
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,3
43,1
43,20
43,1
43,7
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,17
43,1
43,1
43,7
43,1
43,2
43,8
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,14
43,1
43,7
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,6
43,1
43,2
43,1
43,1
43,2
43,7
43,1
43,1
43,1
43,3
43,1
43,26
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,2
43,1
43,2
43,1
43,3
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,12
43,6
43,1
43,1
43,2
43,1
43,2
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,6
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,18
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,6
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,10
43,1
43,1
43,2
43,2
43,1
43,1
43,1
43,16
43,1
43,2
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,10
43,8
43,5
43,2
43,5
43,1
43,1
43,3
43,6
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,2
43,1
43,6
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,9
43,1
43,1
43,1
43,1
43,1
43,1
43,7
43,1
43,2
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,6
43,2
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,11
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,7
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,6
43,2
43,2
43,1
43,1
43,1
43,2
43,2
43,1
43,1
43,4
43,1
43,1
43,1
43,2
43,1
43,6
43,1
43,1
43,1
43,1
43,1
43,40
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,2
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,26
43,2
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,7
43,1
43,1
43,2
43,1
43,3
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,4
43,3
43,33
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,2
43,3
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,36
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,2
43,2
43,1
43,4
43,2
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,9
43,1
43,1
43,1
43,17
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,2
43,4
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,8
43,1
43,2
43,1
43,1
43,1
43,4
43,1
43,1
43,4
43,43
43,1
43,1
43,3
43,13
43,1
43,1
43,6
43,1
43,1
43,2
43,1
43,3
43,1
43,1
43,3
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,8
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,15
43,1
43,1
43,2
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,14
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,2
43,2
43,1
43,1
43,8
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,17
43,1
43,1
43,1
43,1
43,19
43,3
43,1
43,5
43,5
43,1
43,1
43,1
43,1
43,4
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,9
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,3
43,1
43,1
43,1
43,1
43,2
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,3
43,6
43,1
43,1
43,2
43,1
43,2
43,1
43,18
43,4
43,6
43,1
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,46
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,2
43,2
43,1
43,5
43,1
43,1
43,1
43,6
43,1
43,6
43,1
43,6
43,1
43,2
43,1
43,1
43,1
43,3
43,1
43,1
43,3
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,5
43,2
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,10
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,15
43,46
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,2
43,2
43,1
43,1
43,11
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,11
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,10
43,2
43,1
43,1
43,6
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,4
43,1
43,1
43,5
43,1
43,8
43,2
43,1
43,6
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,8
43,1
43,1
43,46
43,6
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,11
43,2
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,3
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,9
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,6
43,1
43,1
43,3
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,3
43,1
43,4
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,2
43,3
43,1
43,11
43,1
43,1
43,1
43,1
43,10
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,4
43,1
43,1
43,1
43,2
43,1
43,1
43,5
43,1
43,2
43,2
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,10
43,1
43,1
43,1
43,3
43,1
43,1
43,15
43,1
43,1
43,1
43,4
43,12
43,1
43,9
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,16
43,1
43,1
43,2
43,7
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,6
43,1
43,6
43,3
43,1
43,4
43,4
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,3
43,2
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,5
43,1
43,1
43,2
43,1
43,1
43,17
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,9
43,1
43,1
43,2
43,1
43,20
43,1
43,1
43,1
43,1
43,4
43,1
43,1
43,1
43,1
43,1
43,1
43,6
43,2
43,1
43,1
43,1
43,1
43,2
43,1
43,1
43,1
43,1
43,1
43,3
43,5
