file_name,AUC,TSS
"Lasioglossum_subviridatum_(Cockerell,_1938)_performance",0.974952993,0.868848757
"Xylocopa_gualanensis_Cockerell,_1912_performance",0.974950271,0.857417785
"Partamona_epiphytophila_Pedro_and_Camargo,_2003_performance",0.974937023,0.914087273
"Andrena_variabilis_Smith,_1853_performance",0.97493,0.875335072
"Megachile_pascoensis_Mitchell,_1934_performance",0.97489,0.9176
"Nomada_flavopicta_(Kirby,_1802)_performance",0.974875037,0.897806667
"Trachusa_perdita_Cockerell,_1904_performance",0.97486125,0.92664
"Lasioglossum_parvulum_(Schenck,_1853)_performance",0.974833622,0.872995354
"Andrena_sladeni_Viereck,_1924_performance",0.974827051,0.894875385
"Melipona_asilvai_Moure,_1971_performance",0.974797451,0.94072
"Nomada_opaca_Alfken,_1913_performance",0.974794501,0.9221464
"Bombus_pyrenaeus_homonym_Pérez,_1879_performance",0.974766364,0.889919394
"Stelis_holocyanea_(Cockerell,_1925)_performance",0.97476,0.874213333
"Stilbochlora_eickworti_(Engel,_Brooks_and_Yanega,_1997)_performance",0.974757524,0.901680952
"Lasioglossum_olympiae_(Cockerell,_1898)_performance",0.974749353,0.925610769
"Bombus_opulentus_Smith,_1861_performance",0.974736333,0.93682
"Eufriesea_pulchra_(Smith,_1854)_performance",0.974723,0.93082
"Hylaeus_gracilicornis_(Morawitz,_1867)_performance",0.974719812,0.918338367
"Ceratina_citrinifrons_Cockerell,_1937_performance",0.974716374,0.94026
"Xylocopa_auripennis_Lepeletier,_1841_performance",0.974706192,0.907418974
"Perdita_idonea_Timberlake,_1968_performance",0.974645275,0.95516
"Andrena_helvola_(Linnaeus,_1758)_performance",0.974612373,0.884414604
"Nomada_goodeniana_(Kirby,_1802)_performance",0.97460757,0.877499292
"Osmia_chalybea_Smith,_1853_performance",0.974600976,0.872548051
"Andrena_fulvago_(Christ,_1791)_performance",0.974596762,0.874537922
"Friesella_schrottkyi_(Friese,_1900)_performance",0.974582279,0.9147
"Lasioglossum_niveifrons_(Cockerell,_1914)_performance",0.974549015,0.91084
"Lasioglossum_peraustrale_(Cockerell,_1904)_performance",0.974542016,0.884393725
"Epeolus_cruciger_(Panzer,_1799)_performance",0.974530393,0.87651969
"Lasioglossum_turneri_(Cockerell,_1914)_performance",0.974515833,0.8883
"Amegilla_aeruginosa_(Smith,_1854)_performance",0.97451119,0.865140952
"Leioproctus_launcestonensis_(Cockerell,_1914)_performance",0.974473667,0.884092381
"Andrena_obscuripostica_Viereck,_1917_performance",0.974469167,0.914626667
"Halictus_submediterraneus_(Pauly,_2015)_performance",0.974443333,0.92062
"Austronomia_phanerura_(Cockerell,_1913)_performance",0.974419238,0.91256
"Lasioglossum_lithusca_(Smith,_1853)_performance",0.974412079,0.855506349
"Perdita_bradleyi_Viereck,_1907_performance",0.974391,0.87824
"Lasioglossum_eremaean_Walker,_1995_performance",0.974390442,0.878435818
"Osmia_taurus_Smith,_1873_performance",0.974360142,0.865058355
"Lasioglossum_intermedium_(Schenck,_1869)_performance",0.974349445,0.882637647
"Andrena_nigriceps_(Kirby,_1802)_performance",0.974306973,0.881934955
"Sphecodes_pseudofasciatus_Blüthgen,_1925_performance",0.974291895,0.89094
"Andrena_integra_Smith,_1853_performance",0.974258008,0.878228737
"Lasioglossum_truncatum_(Robertson,_1901)_performance",0.974255,0.869590909
"Sphecodes_miniatus_Hagens,_1882_performance",0.974239848,0.866475758
"Megachile_rubi_Mitchell,_1924_performance",0.974238431,0.904
"Atoposmia_robustula_(Cockerell,_1935)_performance",0.974237821,0.9429
"Coelioxys_mandibularis_Nylander,_1848_performance",0.974232442,0.884835338
"Ctenocolletes_tigris_Houston,_1983_performance",0.974224945,0.895735385
"Dufourea_paradoxa_(Morawitz,_1867)_performance",0.974219667,0.89194
"Hylaeus_cardioscapus_Cockerell,_1924_performance",0.974206595,0.914827158
"Perdita_koebelei_Timberlake,_1964_performance",0.974167143,0.906997143
"Stelis_minima_Schenck,_1861_performance",0.974163756,0.92588914
"Perdita_covilleae_Timberlake,_1958_performance",0.974161429,0.906154365
"Bombus_festivus_Smith,_1861_performance",0.974148632,0.910661053
"Andrena_chalybioides_(Viereck,_1904)_performance",0.974131286,0.897914286
"Calliopsis_larreae_(Timberlake,_1952)_performance",0.974105008,0.891609076
"Ashmeadiella_femorata_(Michener,_1936)_performance",0.974039602,0.915842873
"Melipona_fasciata_Latreille,_1811_performance",0.973986623,0.89324
"Sphecodes_johnsonii_Lovell,_1909_performance",0.973978873,0.872531746
"Calliopsis_linsleyi_(Rozen,_1958)_performance",0.973962,0.9242
"Bombus_alpinus_(Linnaeus,_1758)_performance",0.973959933,0.852721396
"Megachile_alpicola_Alfken,_1924_performance",0.973954422,0.91056925
"Trigona_williana_Friese,_1900_performance",0.973934,0.89722
"Hylaeus_pectoralis_Förster,_1871_performance",0.973933242,0.882665088
"Sphecodes_schenckii_Hagens,_1882_performance",0.973922583,0.89158
"Andrena_anthrisci_Blüthgen,_1925_performance",0.973914762,0.9185
"Nomada_zonata_Panzer,_1798_performance",0.973903873,0.847550099
"Lasioglossum_albocinctum_(Lucas,_1849)_performance",0.973879913,0.874610563
"Lasioglossum_aspratulum_Walker,_1995_performance",0.973875025,0.93016
"Megachile_niveofasciata_Friese,_1904_performance",0.973854117,0.89946
"Plebeia_moureana_Ayala,_1999_performance",0.973836842,0.90024
"Amegilla_bombiformis_(Smith,_1854)_performance",0.973815546,0.866838813
"Lasioglossum_atronitens_(Cockerell,_1914)_performance",0.973812165,0.893183463
"Nomada_gigas_Friese,_1905_performance",0.973802821,0.909341538
"Andrena_ampla_Warncke,_1967_performance",0.973779643,0.866037778
"Andrena_ventralis_Imhoff,_1832_performance",0.973774807,0.87270674
"Halictus_poeyi_Lepeletier,_1841_performance",0.973763289,0.844669474
"Megandrena_enceliae_(Cockerell,_1927)_performance",0.973752828,0.872561146
"Andrena_mackieae_Cockerell,_1937_performance",0.973728099,0.90956
"Euryglossa_nigrocaerulea_Cockerell,_1913_performance",0.973724,0.8588
"Andrena_fulva_(Müller,_1766)_performance",0.973723815,0.861264517
"Nomada_conjungens_Herrich-Schäffer,_1839_performance",0.973714181,0.86781765
"Euglossa_modestior_Dressler,_1982_performance",0.973708775,0.90454
"Andrena_florea_Fabricius,_1793_performance",0.973690394,0.83815811
"Anthophora_parkeri_Orr,_2018_performance",0.973673595,0.92486
"Macropis_europaea_Warncke,_1973_performance",0.973667416,0.88716809
"Lasioglossum_semilucens_(Alfken,_1914)_performance",0.973663372,0.906228707
"Anthophora_abrupta_Say,_1837_performance",0.973660032,0.871621593
"Coelioxys_elongatus_Lepeletier,_1841_performance",0.973636092,0.884233056
"Stelis_ornatula_(Klug,_1808)_performance",0.973635113,0.899541912
"Eulaema_bombiformis_(Packard,_1869)_performance",0.97361125,0.92702
"Melitta_haemorrhoidalis_(Fabricius,_1775)_performance",0.973609665,0.874232831
"Dufourea_inermis_(Nylander,_1848)_performance",0.973574375,0.88496
"Hesperapis_laticeps_Crawford,_1917_performance",0.973506476,0.94202
"Diadasia_palmarum_Timberlake,_1940_performance",0.973505,0.93602
"Thyreus_abyssinicus_(Radoszkowski,_1876)_performance",0.973472857,0.877407488
"Euryglossa_wahlenbergiae_Michener,_1965_performance",0.973462692,0.94116
"Geotrigona_mombuca_(Smith,_1863)_performance",0.973454579,0.92276
"Habropoda_tarsata_(Spinola,_1838)_performance",0.973438791,0.852681679
"Hylaeus_calvus_(Metz,_1911)_performance",0.973403075,0.916548387
"Andrena_knuthiana_Cockerell,_1901_performance",0.973377041,0.865595374
"Colletes_distinctus_Cresson,_1868_performance",0.973367833,0.869359015
"Hoplitis_paroselae_Michener,_1947_performance",0.973358083,0.95388
"Megachile_chrysorrhoea_Gerstäcker,_1857_performance",0.973322204,0.887785161
"Trachusa_pectinata_Brooks_and_Griswold,_1988_performance",0.973306538,0.894175385
"Trigona_ferricauda_Cockerell,_1917_performance",0.973302391,0.93328
"Pseudomacrotera_turgiceps_(Timberlake,_1954)_performance",0.9733015,0.89688
"Perdita_innotata_Timberlake,_1964_performance",0.97330125,0.91288
"Partamona_vicina_Camargo,_1980_performance",0.973283658,0.900380678
"Sphecodes_illinoensis_(Robertson,_1903)_performance",0.9732625,0.88104
"Lasioglossum_majus_(Nylander,_1852)_performance",0.973212343,0.856018182
"Habropoda_miserabilis_(Cresson,_1878)_performance",0.97316125,0.89995
"Perdita_calloleuca_Cockerell,_1922_performance",0.973157444,0.904155873
"Augochloropsis_sparsilis_(Vachal,_1903)_performance",0.973115619,0.90446
"Nomada_obtusifrons_Nylander,_1848_performance",0.973040614,0.910977753
"Dufourea_femorata_Bohart,_1947_performance",0.973028381,0.907109524
"Eucera_rosae_(Robertson,_1900)_performance",0.972974,0.89068
"Andrena_proxima_(Kirby,_1802)_performance",0.97296931,0.841522759
"Melissodes_velutinus_(Cockerell,_1916)_performance",0.972963917,0.93306
"Andrena_viridescens_Viereck,_1916_performance",0.972956351,0.846487519
"Hoplitis_villosa_(Schenck,_1853)_performance",0.972922778,0.859226667
"Lasioglossum_deliense_(Strand,_1910)_performance",0.972894737,0.9153
"Melissodes_dentiventris_Smith,_1854_performance",0.972862292,0.863873333
"Coelioxys_aurifrons_Smith,_1854_performance",0.97286,0.886626667
"Lasioglossum_coeruleum_(Robertson,_1893)_performance",0.972859585,0.841242264
"Hylaeus_disjunctus_(Cockerell,_1905)_performance",0.97282625,0.91652
"Halictus_leucaheneus_Ebmer,_1972_performance",0.972822802,0.851476988
"Lasioglossum_speculatum_Walker,_1995_performance",0.972818316,0.874641053
"Megachile_bombycina_Radoszkowski,_1874_performance",0.972795897,0.92372
"Protodufourea_eickworti_Bohart_and_Griswold,_1997_performance",0.972789167,0.896286667
"Anthidium_banningense_Cockerell,_1904_performance",0.972786344,0.902845121
"Xylocopa_aruana_Ritsema,_1876_performance",0.972763175,0.869158275
"Chilicola_inermis_(Friese,_1908)_performance",0.972762583,0.91746
"Chilicola_vernalis_(Philippi,_1866)_performance",0.972671952,0.933944762
"Hypanthidium_foveolatum_(Alfken,_1930)_performance",0.972667941,0.91684
"Dufourea_monardae_(Viereck,_1924)_performance",0.9726645,0.83868
"Diadasia_chilensis_(Spinola,_1851)_performance",0.972644333,0.89926
"Andrena_falsifica_Perkins,_1915_performance",0.97263803,0.876493333
"Nannotrigona_schultzei_(Friese,_1901)_performance",0.972595167,0.92728
"Eulaema_pseudocingulata_Oliveira,_2006_performance",0.972594855,0.90114
"Nomia_maneei_Cockerell,_1910_performance",0.972589,0.886933684
"Braunsapis_vitrea_(Vachal,_1903)_performance",0.9725575,0.882470769
"Amphylaeus_nubilosellus_(Cockerell,_1910)_performance",0.972527009,0.89072114
"Bombus_breviceps_Smith,_1852_performance",0.972510789,0.892127368
"Andrena_dorsata_(Kirby,_1802)_performance",0.972496116,0.837134227
"Caupolicana_quadrifasciata_Friese,_1898_performance",0.972470088,0.904605497
"Perdita_nevadensis_Cockerell,_1896_performance",0.972462659,0.909667513
"Eufriesea_schmidtiana_(Friese,_1925)_performance",0.97246125,0.89846
"Euryglossa_bronzus_(Exley,_2001)_performance",0.97244375,0.87814
"Osmia_pilicornis_Smith,_1846_performance",0.972328965,0.875729101
"Cadeguala_albopilosa_(Spinola,_1851)_performance",0.972327516,0.942682114
"Lasioglossum_melbournense_(Cockerell,_1904)_performance",0.972324089,0.862227488
"Osmia_spinulosa_(Kirby,_1802)_performance",0.972299368,0.834102919
"Lestrimelitta_danuncia_F._F._Oliveira_and_Marchi,_2005_performance",0.972278333,0.93844
"Perdita_nuda_Cockerell,_1896_performance",0.972191684,0.9189
"Trigona_amazonensis_(Ducke,_1916)_performance",0.972180652,0.89772
"Martinapis_occidentalis_Zavortink_and_LaBerge,_1976_performance",0.972167821,0.92102
"Hylaeus_punctulatissimus_Smith,_1842_performance",0.972160313,0.85806
"Ceratina_chalcites_Germar,_1839_performance",0.97212,0.861817143
"Perdita_trimaculata_Timberlake,_1960_performance",0.972115385,0.94926
"Braunsapis_otavica_(Cockerell,_1939)_performance",0.97210625,0.89128
"Chelostoma_philadelphi_(Robertson,_1891)_performance",0.972053462,0.839598319
"Perdita_eremica_Timberlake,_1964_performance",0.972040659,0.93342
"Nomada_baccata_Smith,_1844_performance",0.972037549,0.8725
"Lasioglossum_acuminatum_McGinley,_1986_performance",0.972032418,0.872344601
"Andrena_barbareae_Panzer,_1805_performance",0.972030196,0.894488889
"Manuelia_gayi_(Spinola,_1851)_performance",0.972028311,0.926342128
"Lasioglossum_atwoodi_Gibbs,_2010_performance",0.972024231,0.865339487
"Nomada_armata_Herrich-Schäffer,_1839_performance",0.971997742,0.88594
"Perdita_holoxantha_Timberlake,_1962_performance",0.971987564,0.900299487
"Nomia_westwoodi_Gribodo,_1894_performance",0.971986991,0.867805506
"Acamptopoeum_submetallicum_(Spinola,_1851)_performance",0.971985287,0.918449132
"Lasioglossum_birkmanni_(Crawford,_1906)_performance",0.971961738,0.852725801
"Megachile_versicolor_Smith,_1844_performance",0.971951748,0.892207192
"Andrena_fulvida_Schenck,_1853_performance",0.971949118,0.901784706
"Lasioglossum_punctatissimum_(Schenck,_1853)_performance",0.971945359,0.877321965
"Ancylandrena_atoposoma_(Cockerell,_1934)_performance",0.971945,0.92724
"Ruizantheda_mutabilis_(Spinola,_1851)_performance",0.971893077,0.915813846
"Andrena_argentata_Smith,_1844_performance",0.971873826,0.903384504
"Nomada_fuscicornis_Nylander,_1848_performance",0.971857491,0.898193054
"Hylaeus_rinki_(Górski,_1852)_performance",0.971847137,0.899926179
"Ceratina_moerenhouti_Vachal,_1903_performance",0.971812438,0.891959433
"Eucera_taurica_Morawitz,_1870_performance",0.971808333,0.885739487
"Calliopsis_trifolii_(Timberlake,_1952)_performance",0.971806125,0.89548
"Andrena_rugosa_Robertson,_1891_performance",0.971797408,0.836236732
"Exomalopsis_fulvofasciata_Smith,_1879_performance",0.97178141,0.90378
"Macropis_fulvipes_(Fabricius,_1804)_performance",0.971747036,0.886448653
"Anthophora_striata_Orr,_2018_performance",0.971743333,0.93146
"Andrena_hesperia_Smith,_1853_performance",0.971734167,0.885493333
"Lasioglossum_laeve_(Kirby,_1802)_performance",0.971702029,0.848570435
"Lasioglossum_lissonotus_(Noskiewicz,_1926)_performance",0.971693333,0.873093333
"Chelostoma_californicum_Cresson,_1878_performance",0.971691874,0.897394203
"Spatunomia_rubra_(Friese,_1904)_performance",0.971687582,0.93886
"Eucera_nigrilabris_Lepeletier,_1841_performance",0.971675,0.871271111
"Centris_bicornuta_Mocsáry,_1899_performance",0.971655824,0.9059
"Habropoda_pallida_(Timberlake,_1937)_performance",0.971653636,0.871818182
"Deltoptila_elefas_(Friese,_1917)_performance",0.97162,0.88146
"Xylocopa_lucida_Smith,_1874_performance",0.971618022,0.92784
"Dactylurina_staudingeri_(Gribodo,_1893)_performance",0.97157359,0.91346
"Andrena_decipiens_Schenck,_1861_performance",0.971535908,0.853870769
"Lasioglossum_repraesentans_(Smith,_1853)_performance",0.971523,0.84178
"Megachile_georgica_Cresson,_1878_performance",0.971521607,0.885511837
"Nomada_australis_Mitchell,_1962_performance",0.971478882,0.841418055
"Megachile_meadewaldoi_Brauns,_1912_performance",0.971477417,0.93042
"Lasioglossum_clelandi_(Cockerell,_1910)_performance",0.971475682,0.848760794
"Nomada_castellana_Dusmet_y_Alonso,_1913_performance",0.971464325,0.863705185
"Macrotera_mortuaria_(Timberlake,_1954)_performance",0.971463407,0.93626
"Trigonisca_schulthessi_(Friese,_1900)_performance",0.97142,0.91008
"Osmia_sanrafaelae_Parker,_1985_performance",0.971311586,0.925643448
"Andrena_nigroolivacea_Dours,_1873_performance",0.971249569,0.87198
"Lasioglossum_forresti_(Cockerell,_1906)_performance",0.971227868,0.91394
"Atoposmia_enceliae_(Cockerell,_1935)_performance",0.971223333,0.92632
"Coelioxys_conicus_Linnaeus,_1758_performance",0.971201692,0.897861652
"Stelis_breviuscula_(Nylander,_1848)_performance",0.9711534,0.888723356
"Ceratina_nigrolateralis_Cockerell,_1916_performance",0.971137651,0.921
"Lasioglossum_bryotrichus_(Cockerell,_1912)_performance",0.971121028,0.90568
"Scrapter_heterodoxus_(Cockerell,_1921)_performance",0.971120261,0.889676732
"Afrostelis_aethiopica_(Friese,_1925)_performance",0.971101667,0.9455
"Euglossa_heterosticta_Moure,_1968_performance",0.971063898,0.93
"Leioproctus_advena_(Smith,_1862)_performance",0.971044945,0.9214
"Andrena_zionensis_LaBerge,_1973_performance",0.970998333,0.95038
"Melipona_marginata_Lepeletier,_1836_performance",0.970997233,0.9008
"Leurotrigona_muelleri_(Friese,_1900)_performance",0.970988636,0.900238182
"Braunsapis_hewitti_(Cameron,_1908)_performance",0.970947417,0.83156
"Lasioglossum_sulthica_(Smith,_1853)_performance",0.970929524,0.828584762
"Lasioglossum_tertium_(Dalla_Torre,_1896)_performance",0.970918862,0.90374
"Nomada_errans_Lepeletier,_1841_performance",0.970910571,0.89562
"Coelioxys_alatus_Förster,_1853_performance",0.970890119,0.894536268
"Melissodes_stearnsi_Cockerell,_1905_performance",0.970880797,0.888120111
"Hoplitis_simplex_(Cresson,_1864)_performance",0.970860341,0.873848182
"Bombus_tucumanus_Vachal,_1904_performance",0.970843,0.86204
"Megachile_ligniseca_(Kirby,_1802)_performance",0.970807132,0.890962353
"Andrena_alleghaniensis_Viereck,_1907_performance",0.970801095,0.848421459
"Nomada_succincta_Panzer,_1798_performance",0.970784214,0.864173042
"Amphylaeus_obscuriceps_(Friese,_1924)_performance",0.970781729,0.874609376
"Ptilotrigona_lurida_(Smith,_1854)_performance",0.970775871,0.897232887
"Colletes_cercidii_Timberlake,_1951_performance",0.970719458,0.8768
"Perdita_imbellis_Timberlake,_1968_performance",0.970705,0.94818
"Xylocopa_mendozana_Enderlein,_1913_performance",0.970702283,0.87712
"Nomada_fulvicornis_Fabricius,_1793_performance",0.970676851,0.855038295
"Megachile_umbripennis_Smith,_1853_performance",0.970666888,0.877435083
"Leioproctus_cupreus_(Smith,_1853)_performance",0.970663225,0.86728
"Dufourea_dentiventris_(Nylander,_1848)_performance",0.970631538,0.904136923
"Osmia_latreillei_(Spinola,_1806)_performance",0.970601429,0.877488571
"Perdita_lateralis_Timberlake,_1962_performance",0.970599444,0.913493333
"Lasioglossum_fasciatum_Walker,_1995_performance",0.970581905,0.857526246
"Exoneura_nigrescens_Friese,_1899_performance",0.970574714,0.875857143
"Nomada_guttulata_Schenck,_1861_performance",0.970571501,0.88713964
"Lasioglossum_nymphale_(Smith,_1853)_performance",0.970543599,0.837295653
"Thectochlora_basiatra_(Strand,_1910)_performance",0.970476,0.85484
"Andrena_praecox_(Scopoli,_1763)_performance",0.970464118,0.872362175
"Nomada_ruficornis_(Linnaeus,_1758)_performance",0.970448284,0.876898676
"Andrena_personata_Robertson,_1897_performance",0.970430978,0.845331929
"Lasioglossum_coreopsis_(Robertson,_1902)_performance",0.970430823,0.847626555
"Sphecodes_confertus_Say,_1837_performance",0.970396111,0.874264444
"Anthophora_columbariae_Timberlake_and_Cockerell,_1937_performance",0.970396,0.94598
"Conanthalictus_caerulescens_Timberlake,_1961_performance",0.970395956,0.90932
"Hylaeus_styriacus_Förster,_1871_performance",0.970391055,0.84422615
"Osmia_collinsiae_Robertson,_1905_performance",0.9703855,0.85822
"Eucera_primiveris_(Timberlake,_1969)_performance",0.970320192,0.90620359
"Perdita_dubia_Cockerell,_1896_performance",0.970315437,0.890098893
"Hoplitis_reducta_(Timberlake_and_Michener,_1950)_performance",0.970305,0.93212
"Hylaeus_littleri_(Cockerell,_1918)_performance",0.970299787,0.871687376
"Lasioglossum_bruneri_(Crawford,_1902)_performance",0.970288325,0.842733727
"Tetragona_mayarum_(Cockerell,_1912)_performance",0.970273974,0.93934
"Hypanthidium_divaricatum_(Smith,_1854)_performance",0.970260983,0.898965378
"Epeolus_variegatus_(Linnaeus,_1758)_performance",0.970258297,0.873036417
"Lasioglossum_obscurum_(Robertson,_1892)_performance",0.970257738,0.843572541
"Anthophora_retusa_(Linnaeus,_1758)_performance",0.970256393,0.853156749
"Centris_longimana_Fabricius,_1804_performance",0.970253934,0.882482424
"Megachile_argentina_Friese,_1906_performance",0.970252564,0.9081
"Andrena_utahensis_LaBerge,_1967_performance",0.970249559,0.915615294
"Anthophorula_texana_(Friese,_1899)_performance",0.970240667,0.90292
"Xylocopa_micans_Lepeletier,_1841_performance",0.970227703,0.869681675
"Euryglossa_neglectula_Cockerell,_1905_performance",0.97021,0.90444
"Scaptotrigona_luteipennis_(Friese,_1902)_performance",0.970169936,0.92794
"Euglossa_macrorhyncha_Dressler,_1982_performance",0.970166845,0.89972
"Andrena_nitida_(Müller,_1776)_performance",0.970157482,0.857060947
"Dianthidium_macrurum_Cockerell,_1913_performance",0.970129,0.87922
"Augochloropsis_tupacamaru_(Holmberg,_1884)_performance",0.970108467,0.8719
"Lasioglossum_litovillum_Walker,_1995_performance",0.970102101,0.89426
"Melipona_nebulosa_Camargo,_1988_performance",0.970078421,0.901397778
"Trigona_lacteipennis_Friese,_1900_performance",0.970066538,0.91302
"Perdita_subfasciata_Cockerell,_1897_performance",0.970059634,0.888338495
"Hylaeus_halictiformis_(Perkins,_1912)_performance",0.97005875,0.9176
"Paratrigona_opaca_(Cockerell,_1917)_performance",0.97005731,0.91288
"Lasioglossum_morio_(Fabricius,_1793)_performance",0.970056095,0.861143537
"Allodape_skaifeorum_Michener,_1975_performance",0.970054,0.841327619
"Partamona_ailyae_Camargo,_1980_performance",0.970039246,0.88446
"Andrena_crawfordi_Viereck,_1909_performance",0.97003375,0.90052
"Centris_labrosa_Friese,_1899_performance",0.969985,0.9211
"Euglossa_ignita_Smith,_1874_performance",0.969941458,0.895948022
"Biastes_truncatus_(Nylander,_1848)_performance",0.9699285,0.87812
"Ceratina_gravidula_Gerstäcker,_1869_performance",0.969904872,0.89938
"Xylocopa_atamisquensis_Lucia_and_Abrahamovich,_2010_performance",0.969904559,0.86148
"Megachile_torrida_Smith,_1853_performance",0.969891026,0.89962
"Hylaeus_asperithorax_(Rayment,_1927)_performance",0.969854853,0.869390588
"Andrena_alfkenella_Perkins,_1914_performance",0.969836613,0.838139459
"Nomada_leucophthalma_(Kirby,_1802)_performance",0.969835053,0.873410196
"Trigona_guianae_Cockerell,_1910_performance",0.9697848,0.8833
"Andrena_gelriae_van_der_Vecht,_1927_performance",0.969766563,0.88872
"Icteranthidium_grohmanni_(Spinola,_1838)_performance",0.969750212,0.888809841
"Lasioglossum_sexnotatum_(Kirby,_1802)_performance",0.969743874,0.852398913
"Andrena_cuneilabris_Viereck,_1926_performance",0.969732738,0.901015385
"Isepeolus_luctuosus_(Spinola,_1851)_performance",0.969729167,0.919153333
"Lasioglossum_viridatum_(Lovell,_1905)_performance",0.969728957,0.856015259
"Sphecodes_reticulatus_Thomson,_1870_performance",0.969722,0.845562857
"Protandrena_labrosa_(Robertson,_1895)_performance",0.969707,0.82662
"Osmia_sandhouseae_Mitchell,_1927_performance",0.969705925,0.866934965
"Xylocopa_bombylans_(Fabricius,_1775)_performance",0.969697484,0.844819341
"Hylaeus_confluens_(Smith,_1853)_performance",0.969694467,0.876226607
"Euglossa_ioprosopa_Dressler,_1982_performance",0.96969,0.91106
"Sphecodes_ephippius_(Linné,_1767)_performance",0.969679982,0.863690883
"Nomada_alboguttata_Herrich-Schäffer,_1839_performance",0.969672347,0.880049388
"Anthophora_salazariae_Timberlake,_1937_performance",0.969665,0.902886667
"Megalopta_amoena_(Spinola,_1853)_performance",0.969663597,0.89192
"Megachile_pyrenaea_Pérez,_1890_performance",0.969656125,0.8877796
"Eucera_mohavensis_(Timberlake,_1969)_performance",0.969628854,0.900109394
"Andrena_potentillae_Panzer,_1809_performance",0.96960692,0.84874
"Nomada_maculata_Cresson,_1863_performance",0.969592404,0.843868941
"Perdita_melanochlora_Cockerell,_1922_performance",0.969588048,0.9087
"Ceratina_dentiventris_Gerstäcker,_1869_performance",0.969577308,0.904081538
"Hylaeus_pictipes_Nylander,_1852_performance",0.969564963,0.846544793
"Andrena_coitana_(Kirby,_1802)_performance",0.969557292,0.886474101
"Centris_bicolor_Lepeletier,_1841_performance",0.969537363,0.895588571
"Stelis_punctulatissima_(Kirby,_1802)_performance",0.96953195,0.863932488
"Megachile_genalis_Morawitz,_1880_performance",0.96951125,0.8581
"Allodape_exoloma_Strand,_1915_performance",0.96950249,0.911451621
"Andrena_distans_Provancher,_1888_performance",0.969493511,0.854542441
"Nomada_lathburiana_(Kirby,_1802)_performance",0.969493222,0.871795556
"Melissodes_boltoniae_Robertson,_1905_performance",0.969472778,0.878093333
"Leioproctus_nasutus_Houston,_1990_performance",0.969465143,0.91556
"Lasioglossum_weemsi_(Mitchell,_1960)_performance",0.96946381,0.813973333
"Hoplitis_ravouxi_(Pérez,_1902)_performance",0.969451723,0.856275758
"Osmia_cahuilla_Cooper,_1993_performance",0.969448333,0.9406
"Nomada_roberjeotiana_Panzer,_1799_performance",0.96943617,0.90426934
"Nomada_stigma_Fabricius,_1804_performance",0.969399532,0.858952327
"Perdita_vittata_Cockerell,_1923_performance",0.969397,0.9347
"Andrena_spiraeana_Robertson,_1895_performance",0.969374231,0.867350769
"Andrena_tarsata_Nylander,_1848_performance",0.969366025,0.891330361
"Lasioglossum_seminitens_(Cockerell,_1929)_performance",0.969349579,0.90986
"Megachile_browni_Mitchell,_1934_performance",0.9693489,0.91616
"Lasioglossum_longifrons_(Baker,_1906)_performance",0.969335625,0.881930588
"Chilicolletes_delahozii_(Toro,_1973)_performance",0.969301538,0.932839487
"Stelis_minuta_Lepeletier_and_Audinet-Serville,_1828_performance",0.969276682,0.898157629
"Lasioglossum_obscurissimum_Michener,_1965_performance",0.969265345,0.879574384
"Nomada_tormentillae_Alfken,_1901_performance",0.969245543,0.903327283
"Ancylandrena_timberlakei_Zavortink,_1974_performance",0.969231875,0.88606
"Andrena_nanula_Nylander,_1848_performance",0.969205659,0.897945854
"Osmia_aurulenta_(Panzer,_1799)_performance",0.969204474,0.836375088
"Lasioglossum_picticorne_(Cockerell,_1930)_performance",0.969184289,0.88054
"Rophites_quinquespinosus_Spinola,_1808_performance",0.969149219,0.863557417
"Hylaeus_ofarrelli_Michener,_1965_performance",0.969143041,0.92058
"Bombus_transversalis_(Olivier,_1789)_performance",0.969134444,0.903922222
"Nomada_striata_Fabricius,_1793_performance",0.969126727,0.880794518
"Sphecodes_scabricollis_Wesmael,_1865_performance",0.969109825,0.850652203
"Heterotrigona_itama_(Cockerell,_1918)_performance",0.969100261,0.876624183
"Trigona_dallatorreana_Friese,_1900_performance",0.969099667,0.890493333
"Andrena_anisochlora_Cockerell,_1936_performance",0.969060714,0.898077143
"Coelioxys_galactiae_Mitchell,_1962_performance",0.969058333,0.865393333
"Lasioglossum_sororculum_Walker,_1999_performance",0.969047548,0.851276071
"Epeolus_alpinus_Friese,_1893_performance",0.969023841,0.895969564
"Plebeia_minima_(Gribodo,_1893)_performance",0.968996667,0.92016
"Osmia_georgica_Cresson,_1878_performance",0.968984333,0.881013333
"Anthophora_quadrimaculata_(Panzer,_1798)_performance",0.968967001,0.856263598
"Hylaeus_hyalinatus_Smith,_1842_performance",0.96895617,0.862993617
"Perdita_xerophila_Timberlake,_1962_performance",0.968942368,0.91294
"Ceratina_lunata_Friese,_1905_performance",0.968933715,0.8791
"Hylaeus_incongruus_Förster,_1871_performance",0.9689334,0.89282
"Xylocopa_caerulea_(Fabricius,_1804)_performance",0.968926413,0.850448696
"Andrena_osmioides_Cockerell,_1916_performance",0.968924,0.91386
"Colletes_daviesanus_Smith,_1846_performance",0.968908357,0.877178144
"Ashmeadiella_salviae_Michener,_1939_performance",0.968907609,0.872704348
